Sales Channel,OrderDate,ShipDate,DeliveryDate,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Price,Unit Cost
In-Store,2019-10-15,2019-10-17,2019-10-19,2,45,138,19,2,0.30,6505.70,2927.57
In-Store,2019-10-15,2019-10-26,2019-11-04,1,45,235,30,8,0.40,1105.50,442.20
In-Store,2019-10-15,2019-10-17,2019-10-23,5,40,290,36,6,0.08,1045.20,668.93
In-Store,2019-10-15,2019-10-27,2019-11-03,9,44,164,7,1,0.05,5366.70,3488.36
In-Store,2019-10-15,2019-11-02,2019-11-12,4,46,129,11,8,0.05,2619.70,1309.85
In-Store,2019-10-15,2019-11-05,2019-11-06,1,47,166,1,8,0.20,1058.60,698.68
Distributor,2019-10-15,2019-10-31,2019-11-03,25,35,143,19,7,0.05,261.30,146.33
In-Store,2019-10-15,2019-10-18,2019-10-21,11,20,295,10,8,0.08,5594.50,3916.15
Online,2019-10-15,2019-10-20,2019-10-30,13,50,24,13,1,0.05,1105.50,585.92
Distributor,2019-10-15,2019-10-30,2019-10-31,22,46,79,13,4,0.08,2412.00,1519.56
Distributor,2019-10-16,2019-11-10,2019-11-14,24,8,239,29,6,0.08,3819.00,2444.16
In-Store,2019-10-16,2019-11-08,2019-11-11,4,47,228,38,4,0.20,268.00,187.60
Online,2019-10-16,2019-10-31,2019-11-05,17,45,26,3,2,0.05,227.80,100.23
Online,2019-10-16,2019-10-22,2019-10-23,16,1,26,23,5,0.05,268.00,227.80
In-Store,2019-10-16,2019-10-25,2019-11-02,2,42,265,25,5,0.05,1065.30,767.02
In-Store,2019-10-16,2019-10-22,2019-10-30,4,17,279,27,1,0.08,676.70,439.86
In-Store,2019-10-16,2019-11-01,2019-11-04,3,29,313,21,5,0.08,1051.90,631.14
Wholesale,2019-10-17,2019-11-11,2019-11-13,26,30,141,29,3,0.05,2244.50,1032.47
Online,2019-10-17,2019-10-30,2019-11-05,19,29,22,31,2,0.05,3986.50,3109.47
In-Store,2019-10-17,2019-11-01,2019-11-09,11,46,60,4,3,0.05,6405.20,4163.38
In-Store,2019-10-17,2019-11-06,2019-11-07,7,34,235,21,8,0.10,1078.70,647.22
Wholesale,2019-10-17,2019-10-24,2019-11-02,28,49,99,7,6,0.05,5447.10,2723.55
In-Store,2019-10-18,2019-11-03,2019-11-09,4,24,323,34,2,0.05,174.20,109.75
In-Store,2019-10-18,2019-11-09,2019-11-11,7,9,183,12,2,0.10,1273.00,509.20
In-Store,2019-10-18,2019-11-05,2019-11-12,8,14,183,11,8,0.30,1072.00,439.52
In-Store,2019-10-18,2019-11-06,2019-11-16,3,16,133,8,3,0.05,2693.40,1131.23
In-Store,2019-10-18,2019-11-01,2019-11-09,8,12,315,37,2,0.10,1025.10,686.82
Online,2019-10-18,2019-11-11,2019-11-18,18,41,17,39,1,0.08,1125.60,607.82
Distributor,2019-10-18,2019-10-27,2019-10-31,23,41,237,18,4,0.08,6304.70,4413.29
Online,2019-10-18,2019-11-14,2019-11-23,15,33,299,23,2,0.30,2298.10,1654.63
Wholesale,2019-10-19,2019-11-09,2019-11-11,28,37,33,37,6,0.10,3979.80,1830.71
Online,2019-10-19,2019-11-15,2019-11-22,14,2,309,10,6,0.20,2592.90,1477.95
In-Store,2019-10-19,2019-11-13,2019-11-16,12,11,12,19,8,0.08,670.00,408.70
Online,2019-10-19,2019-11-02,2019-11-12,20,20,211,6,7,0.08,3470.60,2151.77
Wholesale,2019-10-19,2019-10-23,2019-11-02,27,43,105,46,7,0.05,1152.40,737.54
In-Store,2019-10-19,2019-11-11,2019-11-16,11,2,25,29,5,0.10,830.80,407.09
Online,2019-10-19,2019-11-05,2019-11-09,13,26,65,25,8,0.10,1112.20,611.71
In-Store,2019-10-19,2019-11-10,2019-11-11,12,45,334,46,2,0.05,1085.40,510.14
Online,2019-10-19,2019-11-05,2019-11-14,17,26,81,45,1,0.10,2519.20,1964.98
Online,2019-10-19,2019-11-16,2019-11-26,19,39,255,15,3,0.05,1112.20,734.05
In-Store,2019-10-20,2019-11-03,2019-11-04,12,18,88,33,2,0.08,1179.20,801.86
In-Store,2019-10-20,2019-11-12,2019-11-19,12,20,55,38,6,0.05,1876.00,1050.56
In-Store,2019-10-20,2019-11-06,2019-11-09,10,5,168,35,8,0.10,2391.90,1459.06
Online,2019-10-20,2019-11-16,2019-11-21,14,50,133,15,1,0.08,1929.60,1041.98
In-Store,2019-10-20,2019-11-02,2019-11-04,2,6,129,38,8,0.08,1139.00,831.47
In-Store,2019-10-20,2019-10-26,2019-11-01,9,8,265,20,4,0.05,3839.10,1996.33
In-Store,2019-10-20,2019-10-26,2019-11-02,6,47,102,11,3,0.15,2599.60,1143.82
In-Store,2019-10-20,2019-11-07,2019-11-13,10,23,197,3,5,0.10,3859.20,2354.11
In-Store,2019-10-21,2019-11-18,2019-11-24,9,2,68,14,2,0.08,234.50,126.63
Online,2019-10-21,2019-11-13,2019-11-21,17,39,151,8,6,0.15,944.70,670.74
Online,2019-10-21,2019-10-31,2019-11-10,17,10,328,35,3,0.08,3839.10,2917.72
Online,2019-10-21,2019-11-02,2019-11-04,20,25,325,28,2,0.05,1098.80,933.98
Wholesale,2019-10-21,2019-10-24,2019-11-02,26,33,291,38,7,0.08,1768.80,990.53
Wholesale,2019-10-21,2019-11-13,2019-11-20,27,48,320,27,8,0.15,3993.20,1717.08
In-Store,2019-10-22,2019-11-11,2019-11-20,5,46,333,46,2,0.08,241.20,132.66
In-Store,2019-10-22,2019-11-14,2019-11-19,3,40,340,40,4,0.10,3926.20,2394.98
Distributor,2019-10-22,2019-11-10,2019-11-14,21,26,251,15,2,0.05,3350.00,2579.50
Wholesale,2019-10-22,2019-11-11,2019-11-20,27,14,145,15,3,0.15,1835.80,844.47
In-Store,2019-10-22,2019-10-30,2019-11-05,7,20,366,7,6,0.08,1118.90,928.69
In-Store,2019-10-22,2019-11-06,2019-11-16,4,18,338,15,6,0.08,1051.90,568.03
In-Store,2019-10-22,2019-11-18,2019-11-25,2,11,54,14,6,0.20,3577.80,2003.57
Online,2019-10-22,2019-11-06,2019-11-15,19,20,340,23,5,0.10,3953.00,2450.86
In-Store,2019-10-23,2019-11-07,2019-11-09,6,34,328,17,6,0.30,2633.10,1263.89
In-Store,2019-10-23,2019-10-28,2019-11-05,5,39,1,33,5,0.08,1045.20,418.08
In-Store,2019-10-23,2019-10-28,2019-11-07,9,22,304,17,1,0.05,3792.20,2123.63
Wholesale,2019-10-23,2019-11-05,2019-11-06,26,23,122,47,6,0.15,2653.20,1751.11
In-Store,2019-10-23,2019-11-10,2019-11-15,12,23,207,11,7,0.05,1005.00,402.00
Distributor,2019-10-23,2019-10-30,2019-11-07,24,40,214,8,7,0.10,5929.50,4209.95
Wholesale,2019-10-24,2019-11-21,2019-11-30,26,29,209,39,3,0.08,3484.00,1637.48
Online,2019-10-24,2019-11-16,2019-11-22,18,34,335,10,1,0.40,1855.90,1484.72
In-Store,2019-10-24,2019-11-15,2019-11-25,1,6,246,41,7,0.05,5567.70,2728.17
In-Store,2019-10-24,2019-11-04,2019-11-11,2,2,360,27,1,0.05,998.30,399.32
In-Store,2019-10-24,2019-11-15,2019-11-22,11,17,174,45,4,0.08,2626.40,1785.95
In-Store,2019-10-24,2019-11-02,2019-11-05,7,14,60,3,6,0.10,1112.20,656.20
Online,2019-10-24,2019-11-03,2019-11-12,13,6,102,42,1,0.08,227.80,97.95
In-Store,2019-10-24,2019-11-12,2019-11-19,7,1,116,4,1,0.08,3959.70,1940.25
Distributor,2019-10-24,2019-10-30,2019-11-08,21,34,88,3,8,0.20,6097.00,4816.63
Online,2019-10-24,2019-11-08,2019-11-09,20,28,295,6,1,0.05,2552.70,1506.09
Distributor,2019-10-24,2019-11-04,2019-11-12,21,24,295,41,8,0.08,1025.10,512.55
Distributor,2019-10-24,2019-11-14,2019-11-23,21,22,240,46,7,0.08,2425.40,1455.24
In-Store,2019-10-25,2019-11-09,2019-11-16,7,6,271,4,1,0.20,3892.70,1985.28
In-Store,2019-10-25,2019-10-29,2019-11-02,11,21,11,4,7,0.10,3906.10,2031.17
Online,2019-10-25,2019-11-16,2019-11-19,12,35,80,47,7,0.30,1038.50,820.42
Online,2019-10-25,2019-11-10,2019-11-15,17,34,143,35,3,0.15,2398.60,1295.24
In-Store,2019-10-26,2019-11-12,2019-11-14,3,3,309,19,8,0.05,1882.70,1374.37
Online,2019-10-26,2019-11-23,2019-11-28,18,44,12,23,5,0.15,1145.70,836.36
Online,2019-10-26,2019-11-06,2019-11-09,14,37,185,47,3,0.08,3698.40,3069.67
Online,2019-10-26,2019-11-23,2019-11-24,13,28,328,20,8,0.15,2237.80,1678.35
Distributor,2019-10-26,2019-11-14,2019-11-22,23,29,185,35,8,0.05,194.30,102.98
In-Store,2019-10-26,2019-11-17,2019-11-23,3,50,284,32,2,0.08,1065.30,607.22
Online,2019-10-26,2019-11-23,2019-12-01,18,24,129,6,2,0.08,670.00,301.50
Online,2019-10-26,2019-11-22,2019-11-24,20,19,147,6,7,0.05,958.10,450.31
In-Store,2019-10-26,2019-11-17,2019-11-22,11,20,31,23,7,0.08,1078.70,819.81
Distributor,2019-10-26,2019-11-23,2019-12-03,21,3,361,46,8,0.05,187.60,103.18
Distributor,2019-10-26,2019-11-14,2019-11-21,23,7,44,35,7,0.40,3772.10,2112.38
In-Store,2019-10-26,2019-11-17,2019-11-18,1,8,55,45,5,0.05,743.70,468.53
In-Store,2019-10-26,2019-11-19,2019-11-25,3,48,340,13,2,0.05,3979.80,3104.24
Distributor,2019-10-27,2019-11-10,2019-11-18,24,44,162,8,7,0.30,3966.40,1824.54
Wholesale,2019-10-27,2019-11-14,2019-11-18,28,13,13,39,6,0.08,227.80,113.90
In-Store,2019-10-27,2019-11-01,2019-11-09,2,8,284,46,8,0.30,5822.30,2736.48
In-Store,2019-10-27,2019-11-10,2019-11-12,9,2,69,29,1,0.20,1192.60,596.30
In-Store,2019-10-27,2019-11-21,2019-11-29,11,29,180,8,8,0.05,1762.10,775.32
In-Store,2019-10-27,2019-11-14,2019-11-21,6,34,236,44,5,0.05,904.50,470.34
In-Store,2019-10-27,2019-11-03,2019-11-13,11,35,348,29,1,0.08,234.50,159.46
Online,2019-10-28,2019-11-16,2019-11-26,19,17,338,3,5,0.05,2974.80,1665.89
Online,2019-10-28,2019-11-21,2019-11-26,13,15,289,47,4,0.05,1051.90,694.25
Distributor,2019-10-28,2019-11-18,2019-11-24,20,45,190,14,1,0.05,837.50,569.50
Online,2019-10-28,2019-11-13,2019-11-22,20,3,98,12,6,0.05,5071.90,3246.02
Online,2019-10-28,2019-11-22,2019-11-24,12,24,143,15,2,0.10,6445.40,5414.14
In-Store,2019-10-28,2019-11-05,2019-11-06,11,26,126,47,1,0.10,850.90,646.68
Online,2019-10-28,2019-11-06,2019-11-16,18,33,76,10,8,0.08,690.10,552.08
In-Store,2019-10-28,2019-11-21,2019-11-25,7,43,146,46,4,0.30,167.50,77.05
In-Store,2019-10-28,2019-11-01,2019-11-11,5,9,245,42,6,0.40,1098.80,571.38
Online,2019-10-28,2019-11-09,2019-11-15,13,16,280,12,4,0.05,2532.60,1950.10
Online,2019-10-29,2019-11-17,2019-11-18,19,37,161,36,4,0.20,1085.40,586.12
Online,2019-10-29,2019-11-01,2019-11-02,14,25,169,34,1,0.08,951.40,704.04
Online,2019-10-29,2019-11-07,2019-11-17,18,40,163,37,5,0.08,2586.20,1163.79
Online,2019-10-29,2019-11-01,2019-11-11,17,3,288,15,8,0.40,1708.50,1161.78
In-Store,2019-10-30,2019-11-18,2019-11-24,2,4,212,26,3,0.15,1078.70,506.99
In-Store,2019-10-30,2019-11-25,2019-11-28,7,50,249,29,5,0.05,1132.30,758.64
Distributor,2019-10-30,2019-11-24,2019-11-25,24,44,42,26,7,0.15,1983.20,1269.25
Online,2019-10-30,2019-11-14,2019-11-18,19,14,10,7,6,0.08,1051.90,746.85
Wholesale,2019-10-30,2019-11-17,2019-11-18,26,6,120,2,4,0.15,3979.80,2268.49
Online,2019-10-30,2019-11-08,2019-11-09,20,46,97,21,6,0.05,1708.50,683.40
Online,2019-10-30,2019-11-16,2019-11-19,17,13,42,22,7,0.10,1005.00,623.10
Online,2019-10-30,2019-11-17,2019-11-23,12,44,4,16,8,0.08,3845.80,2615.14
Distributor,2019-10-31,2019-11-26,2019-12-03,22,15,247,36,3,0.08,1125.60,664.10
Distributor,2019-10-31,2019-11-11,2019-11-21,25,36,205,29,4,0.20,1025.10,666.32
Wholesale,2019-10-31,2019-11-10,2019-11-17,28,10,176,10,1,0.30,6559.30,5444.22
Online,2019-10-31,2019-11-13,2019-11-22,18,22,160,26,2,0.08,2318.20,1043.19
In-Store,2019-10-31,2019-11-25,2019-11-27,8,47,38,2,1,0.08,1058.60,656.33
Online,2019-11-01,2019-11-10,2019-11-15,13,10,155,8,4,0.30,1762.10,1356.82
In-Store,2019-11-01,2019-11-15,2019-11-20,11,40,252,23,4,0.05,1051.90,452.32
In-Store,2019-11-01,2019-11-26,2019-12-01,7,42,247,11,4,0.15,2572.80,1312.13
In-Store,2019-11-01,2019-11-19,2019-11-22,5,17,17,44,7,0.08,1835.80,1413.57
Online,2019-11-01,2019-11-25,2019-11-30,18,15,321,5,8,0.10,1078.70,453.05
Online,2019-11-01,2019-11-27,2019-12-07,15,39,270,3,2,0.08,3919.50,3018.02
In-Store,2019-11-01,2019-11-16,2019-11-25,6,14,203,23,1,0.08,5688.30,4152.46
Online,2019-11-01,2019-11-20,2019-11-29,19,4,213,13,7,0.15,2438.80,1414.50
In-Store,2019-11-01,2019-11-05,2019-11-15,10,6,365,46,2,0.10,837.50,502.50
Distributor,2019-11-01,2019-11-13,2019-11-21,25,20,170,7,7,0.05,6438.70,4378.32
Wholesale,2019-11-02,2019-11-27,2019-11-28,28,15,136,21,8,0.05,1795.60,1400.57
Wholesale,2019-11-02,2019-11-07,2019-11-10,27,29,143,4,4,0.15,1038.50,799.65
Online,2019-11-02,2019-11-29,2019-12-09,20,10,17,34,4,0.40,174.20,85.36
In-Store,2019-11-02,2019-11-22,2019-11-30,10,33,48,34,8,0.08,5185.80,3111.48
Wholesale,2019-11-02,2019-11-25,2019-12-04,27,11,54,28,8,0.10,1045.20,512.15
Distributor,2019-11-02,2019-11-29,2019-12-03,24,48,352,12,2,0.08,3872.60,2284.83
Distributor,2019-11-02,2019-11-25,2019-11-27,22,50,322,33,6,0.08,1922.90,1115.28
In-Store,2019-11-02,2019-11-10,2019-11-16,6,39,93,23,7,0.05,2237.80,939.88
Online,2019-11-02,2019-11-22,2019-11-28,16,37,58,21,6,0.08,1038.50,477.71
Wholesale,2019-11-03,2019-11-05,2019-11-09,26,5,13,21,4,0.05,234.50,171.19
In-Store,2019-11-03,2019-11-09,2019-11-14,12,32,208,4,8,0.15,1125.60,742.90
In-Store,2019-11-03,2019-11-24,2019-11-28,3,41,248,36,5,0.30,1105.50,696.47
Distributor,2019-11-03,2019-11-16,2019-11-23,23,46,252,30,2,0.05,2425.40,2013.08
Online,2019-11-04,2019-12-01,2019-12-11,20,50,121,7,4,0.10,2338.30,1987.56
Online,2019-11-04,2019-11-23,2019-12-03,16,1,110,18,6,0.20,750.40,637.84
Online,2019-11-04,2019-11-25,2019-11-29,13,37,328,36,7,0.15,3765.40,3162.94
In-Store,2019-11-04,2019-11-11,2019-11-21,11,10,17,47,8,0.05,3946.30,2920.26
In-Store,2019-11-04,2019-11-29,2019-12-01,6,15,170,7,7,0.20,871.00,409.37
Online,2019-11-04,2019-11-16,2019-11-19,20,50,189,17,7,0.10,743.70,572.65
In-Store,2019-11-04,2019-11-29,2019-12-05,9,27,236,9,3,0.10,1936.30,1374.77
In-Store,2019-11-04,2019-11-24,2019-11-25,11,44,310,3,6,0.08,2572.80,1517.95
Distributor,2019-11-04,2019-11-15,2019-11-25,22,7,65,8,2,0.15,850.90,357.38
Online,2019-11-04,2019-11-18,2019-11-28,13,45,112,44,3,0.05,2519.20,1889.40
Wholesale,2019-11-04,2019-11-12,2019-11-16,27,37,266,43,4,0.05,1045.20,522.60
Wholesale,2019-11-05,2019-11-15,2019-11-21,27,39,182,37,1,0.05,5674.90,4142.68
Wholesale,2019-11-05,2019-12-03,2019-12-12,27,13,288,31,8,0.05,2405.30,1635.60
Online,2019-11-05,2019-11-19,2019-11-28,19,18,16,34,4,0.05,3095.40,2631.09
In-Store,2019-11-05,2019-12-01,2019-12-10,7,3,28,47,8,0.05,1065.30,458.08
Online,2019-11-05,2019-11-18,2019-11-20,17,50,364,21,5,0.08,2907.80,2239.01
Distributor,2019-11-05,2019-11-17,2019-11-22,25,16,321,4,3,0.08,1045.20,742.09
Online,2019-11-05,2019-11-13,2019-11-14,16,13,102,21,8,0.05,2619.70,1100.27
Distributor,2019-11-06,2019-11-18,2019-11-28,24,19,41,2,2,0.10,1299.80,714.89
In-Store,2019-11-06,2019-11-20,2019-11-21,6,10,337,42,2,0.05,254.60,208.77
Distributor,2019-11-06,2019-11-29,2019-12-05,21,22,95,10,2,0.05,884.40,689.83
In-Store,2019-11-06,2019-11-11,2019-11-19,3,2,323,40,3,0.10,268.00,144.72
In-Store,2019-11-06,2019-12-02,2019-12-03,4,48,104,29,3,0.08,234.50,175.88
In-Store,2019-11-06,2019-11-09,2019-11-14,2,46,262,47,1,0.05,1018.40,580.49
Online,2019-11-06,2019-11-22,2019-11-30,16,2,68,38,8,0.10,3329.90,2097.84
Distributor,2019-11-06,2019-11-27,2019-11-28,24,9,156,37,5,0.08,3986.50,2391.90
Online,2019-11-07,2019-11-11,2019-11-17,20,45,341,2,7,0.05,2519.20,1058.06
In-Store,2019-11-07,2019-11-19,2019-11-20,4,12,69,14,3,0.10,5768.70,4095.78
In-Store,2019-11-07,2019-11-24,2019-11-30,4,49,287,21,2,0.05,3865.90,2319.54
Distributor,2019-11-07,2019-11-30,2019-12-02,23,1,307,23,8,0.10,3872.60,2207.38
Distributor,2019-11-07,2019-11-28,2019-12-06,24,39,124,20,6,0.10,3852.50,2041.83
Distributor,2019-11-07,2019-12-01,2019-12-02,21,33,105,2,4,0.08,6545.90,2749.28
Online,2019-11-07,2019-11-23,2019-12-03,13,39,281,35,2,0.05,3510.80,1790.51
Online,2019-11-07,2019-11-29,2019-12-06,20,36,103,7,1,0.30,2512.50,1331.63
Distributor,2019-11-08,2019-11-26,2019-11-27,22,35,28,43,8,0.05,1239.50,942.02
In-Store,2019-11-08,2019-11-29,2019-12-03,8,12,43,16,6,0.15,2010.00,944.70
In-Store,2019-11-08,2019-11-11,2019-11-15,3,15,144,35,5,0.05,201.00,114.57
In-Store,2019-11-08,2019-11-29,2019-12-09,10,26,110,38,7,0.10,2539.30,2082.23
In-Store,2019-11-08,2019-12-02,2019-12-09,9,20,211,12,4,0.05,201.00,88.44
In-Store,2019-11-08,2019-11-20,2019-11-21,10,2,73,28,4,0.05,3926.20,3219.48
In-Store,2019-11-09,2019-12-03,2019-12-05,1,26,242,21,6,0.05,2385.20,1168.75
Online,2019-11-09,2019-11-11,2019-11-16,13,17,77,19,1,0.08,2793.90,1369.01
Distributor,2019-11-09,2019-12-04,2019-12-09,22,39,350,21,2,0.15,254.60,124.75
In-Store,2019-11-09,2019-11-18,2019-11-20,3,33,362,13,4,0.08,3892.70,3230.94
Online,2019-11-10,2019-12-05,2019-12-13,17,30,281,41,3,0.20,3872.60,2323.56
In-Store,2019-11-10,2019-11-28,2019-12-07,12,22,269,4,5,0.05,1051.90,452.32
In-Store,2019-11-10,2019-11-25,2019-12-05,2,29,37,42,4,0.08,227.80,104.79
Distributor,2019-11-11,2019-11-30,2019-12-04,23,11,234,37,1,0.05,3879.30,2793.10
Distributor,2019-11-11,2019-12-08,2019-12-18,24,14,296,1,3,0.05,1105.50,818.07
Distributor,2019-11-11,2019-11-13,2019-11-14,20,25,331,36,2,0.05,3993.20,2635.51
In-Store,2019-11-11,2019-11-26,2019-12-02,5,15,364,27,3,0.20,187.60,129.44
Online,2019-11-11,2019-11-15,2019-11-21,19,24,8,35,3,0.05,6358.30,3942.15
Wholesale,2019-11-11,2019-11-21,2019-11-27,28,19,266,20,3,0.15,4006.60,2844.69
In-Store,2019-11-11,2019-11-17,2019-11-26,8,44,67,2,2,0.40,4006.60,1762.90
Online,2019-11-11,2019-11-15,2019-11-24,20,25,104,28,4,0.10,3932.90,2084.44
Wholesale,2019-11-11,2019-11-21,2019-11-28,25,10,364,18,8,0.05,6043.40,2961.27
In-Store,2019-11-11,2019-11-14,2019-11-16,7,31,193,31,6,0.15,1112.20,856.39
In-Store,2019-11-12,2019-12-09,2019-12-16,3,6,323,8,7,0.05,1969.80,827.32
Distributor,2019-11-12,2019-12-07,2019-12-17,23,5,47,45,7,0.10,2606.30,1798.35
In-Store,2019-11-12,2019-11-28,2019-12-02,1,41,330,13,4,0.08,268.00,187.60
Online,2019-11-12,2019-12-02,2019-12-07,20,41,266,15,7,0.08,1902.80,818.20
In-Store,2019-11-12,2019-12-02,2019-12-03,10,34,282,22,2,0.15,2559.40,1791.58
In-Store,2019-11-12,2019-11-19,2019-11-20,10,11,95,26,8,0.10,3879.30,3103.44
Online,2019-11-13,2019-11-22,2019-12-02,16,15,131,13,6,0.05,3859.20,3241.73
Distributor,2019-11-13,2019-11-23,2019-12-01,21,4,16,5,3,0.08,1782.20,1069.32
Online,2019-11-13,2019-11-26,2019-11-29,15,1,364,40,1,0.15,268.00,112.56
In-Store,2019-11-13,2019-12-05,2019-12-09,9,3,117,22,5,0.08,6184.10,3772.30
Distributor,2019-11-13,2019-11-21,2019-11-22,21,16,94,37,6,0.08,2412.00,1206.00
Online,2019-11-13,2019-11-29,2019-12-07,14,23,135,13,8,0.10,891.10,695.06
Distributor,2019-11-13,2019-11-15,2019-11-20,22,41,70,31,7,0.20,2586.20,1655.17
In-Store,2019-11-13,2019-11-29,2019-12-07,9,9,158,20,3,0.08,1139.00,569.50
Online,2019-11-13,2019-11-24,2019-12-03,17,33,12,3,5,0.40,6277.90,4143.41
Online,2019-11-13,2019-11-20,2019-11-27,16,36,353,10,6,0.08,4013.30,2046.78
Distributor,2019-11-14,2019-11-30,2019-12-10,24,26,335,35,7,0.15,5045.10,2573.00
Online,2019-11-14,2019-11-29,2019-12-01,18,42,13,30,1,0.15,1775.50,1154.08
In-Store,2019-11-14,2019-12-09,2019-12-13,11,38,65,4,8,0.05,1742.00,923.26
In-Store,2019-11-14,2019-12-09,2019-12-19,3,26,329,17,3,0.05,194.30,83.55
Distributor,2019-11-14,2019-12-01,2019-12-07,22,2,84,41,8,0.08,1728.60,1452.02
In-Store,2019-11-14,2019-12-01,2019-12-10,10,38,353,37,4,0.40,167.50,68.68
In-Store,2019-11-14,2019-12-10,2019-12-16,1,37,6,19,3,0.08,1876.00,1013.04
In-Store,2019-11-14,2019-11-17,2019-11-21,3,31,286,18,7,0.08,6324.80,5059.84
In-Store,2019-11-14,2019-12-12,2019-12-20,8,44,237,6,2,0.05,3872.60,1742.67
Online,2019-11-14,2019-12-10,2019-12-15,17,5,280,12,3,0.40,850.90,365.89
In-Store,2019-11-14,2019-11-28,2019-12-08,2,22,259,18,8,0.05,2479.00,2032.78
Distributor,2019-11-14,2019-12-01,2019-12-08,22,27,253,23,3,0.15,5313.10,2550.29
In-Store,2019-11-14,2019-12-02,2019-12-05,5,13,86,45,4,0.40,2606.30,1277.09
In-Store,2019-11-15,2019-11-30,2019-12-03,12,32,105,33,2,0.40,5339.90,2189.36
Online,2019-11-15,2019-11-21,2019-11-29,18,43,188,30,6,0.05,1983.20,1348.58
Online,2019-11-15,2019-12-05,2019-12-13,14,19,142,6,3,0.05,1715.20,1183.49
Wholesale,2019-11-15,2019-11-30,2019-12-09,27,40,10,1,6,0.30,3839.10,2149.90
In-Store,2019-11-15,2019-12-12,2019-12-15,10,12,185,37,8,0.05,3993.20,2276.12
Distributor,2019-11-15,2019-12-04,2019-12-06,25,38,120,36,5,0.15,1172.50,738.68
Online,2019-11-15,2019-12-02,2019-12-10,19,42,282,40,6,0.15,2767.10,1632.59
Wholesale,2019-11-15,2019-12-01,2019-12-09,28,6,237,34,6,0.05,871.00,374.53
Wholesale,2019-11-15,2019-12-02,2019-12-07,27,25,220,9,1,0.20,2412.00,1326.60
Online,2019-11-15,2019-11-23,2019-12-01,13,31,157,12,7,0.05,2385.20,1526.53
In-Store,2019-11-15,2019-11-20,2019-11-24,3,30,208,24,8,0.10,2391.90,1889.60
In-Store,2019-11-16,2019-11-19,2019-11-20,12,48,78,31,8,0.05,2324.90,1371.69
Distributor,2019-11-16,2019-11-29,2019-12-02,24,38,103,43,5,0.15,3691.70,2399.61
Online,2019-11-16,2019-12-12,2019-12-13,13,36,181,34,3,0.05,904.50,506.52
In-Store,2019-11-16,2019-12-05,2019-12-08,11,46,110,25,4,0.05,1715.20,943.36
Distributor,2019-11-16,2019-11-26,2019-12-02,25,21,174,25,8,0.05,938.00,515.90
Online,2019-11-16,2019-11-20,2019-11-22,15,15,135,34,4,0.08,4006.60,1762.90
In-Store,2019-11-16,2019-12-03,2019-12-10,10,26,321,17,8,0.05,1232.80,628.73
Wholesale,2019-11-16,2019-12-03,2019-12-04,25,21,178,33,7,0.20,3892.70,2296.69
In-Store,2019-11-16,2019-12-13,2019-12-16,1,23,72,6,1,0.05,2485.70,1093.71
In-Store,2019-11-16,2019-11-28,2019-12-08,9,40,228,47,2,0.05,1742.00,1341.34
Online,2019-11-16,2019-12-07,2019-12-15,13,18,37,29,2,0.05,187.60,91.92
Online,2019-11-16,2019-12-05,2019-12-15,15,8,30,43,3,0.30,3966.40,2141.86
Online,2019-11-17,2019-11-21,2019-11-22,18,35,297,34,3,0.20,1072.00,578.88
In-Store,2019-11-17,2019-11-20,2019-11-23,9,49,300,32,4,0.15,877.70,675.83
In-Store,2019-11-17,2019-12-09,2019-12-13,11,16,243,10,5,0.05,5701.70,3763.12
In-Store,2019-11-17,2019-12-12,2019-12-14,5,49,74,19,7,0.05,1708.50,973.85
Online,2019-11-17,2019-12-06,2019-12-10,18,20,107,33,3,0.05,871.00,688.09
Wholesale,2019-11-17,2019-11-19,2019-11-24,27,33,28,29,4,0.08,6030.00,2894.40
In-Store,2019-11-17,2019-12-13,2019-12-23,1,17,1,11,5,0.08,5406.90,3676.69
In-Store,2019-11-17,2019-12-06,2019-12-07,3,6,22,8,5,0.10,783.90,352.76
Online,2019-11-17,2019-12-03,2019-12-04,19,36,117,10,2,0.15,268.00,147.40
Online,2019-11-17,2019-11-29,2019-12-06,14,42,163,45,8,0.08,1936.30,793.88
Online,2019-11-18,2019-12-04,2019-12-13,12,32,297,33,2,0.15,1078.70,690.37
Distributor,2019-11-18,2019-12-15,2019-12-18,23,47,64,22,6,0.08,3785.50,1968.46
Distributor,2019-11-18,2019-11-20,2019-11-28,24,14,236,21,6,0.08,2599.60,1637.75
In-Store,2019-11-18,2019-11-30,2019-12-02,4,12,262,3,2,0.20,2003.30,1522.51
In-Store,2019-11-18,2019-12-06,2019-12-13,10,18,185,10,1,0.05,3979.80,2666.47
In-Store,2019-11-18,2019-12-05,2019-12-10,2,7,302,40,5,0.15,1125.60,574.06
Online,2019-11-18,2019-12-10,2019-12-18,16,44,275,41,2,0.05,2726.90,1417.99
Distributor,2019-11-18,2019-12-06,2019-12-14,25,2,187,18,5,0.08,1943.00,1379.53
Online,2019-11-19,2019-12-04,2019-12-12,17,21,12,41,8,0.20,1078.70,776.66
In-Store,2019-11-19,2019-11-26,2019-12-05,1,49,272,11,8,0.30,5252.80,3887.07
Distributor,2019-11-19,2019-12-02,2019-12-11,23,29,267,35,8,0.05,6304.70,4161.10
In-Store,2019-11-19,2019-12-17,2019-12-19,5,33,225,38,3,0.15,2331.60,1492.22
